Compound name,Compound id,Device id,Publish year,Doi,Journal name,Smiles,Mn(Kda),Dispersity(Đ),π-π Spacing,d(100),Device architectures,Channel length(μm),Channel width(μm),Ratio of channel length and width,Materials of dielectric layer,Thickness of dielectric layer(μm),Capacitance of unit area(nF),Materials of source and drain electrodes,Materials of gate electrodes,Fabrication method,Annealing temperature,Spin coating solvent,Spin coating speed(rpm),Test environment,Type of carriers,HOMO (eV),LUMO (eV),Max hole mobility (cm²V⁻¹s⁻¹),Mean hole mobility (cm²V⁻¹s⁻¹),Hole threshold voltage(V),Hole on and off ratio,Max electron mobility (cm²V⁻¹s⁻¹),Mean electron mobility (cm²V⁻¹s⁻¹),Electron threshold voltage(V),Electron on and off ratio,Max mobility (cm²V⁻¹s⁻¹),Comments
HD-PPPV,90,159,2011,10.1021/cm202247a ,Chemistry of materials,O=C1N(CC(CCCCCCCC)CCCCCC)C(C2=CC=CC=C2)=C3C(N(CC(CCCCCC)CCCCCCCC)C(C4=CC=C(C=C)C=C4)=C31)=O,88.8,2.32,,,BG/BC,20.0,400.0,20.0,OTS-8,200.0,,Cr/Au,Si,"Spin coating - annealing",150.0,o-DCB,,Nitrogen,p,-5.48,-3.13,,4.9e-07,-9.8,10,,,,,4.9e-07,"Channel_Length is 20-40, Channel_Width is 400-800 according the report,but the ratio is fixed in  20 "
HD-PPTV,91,160,2011,10.1021/cm202247a ,Chemistry of materials,O=C1N(CC(CCCCCCCC)CCCCCC)C(C2=CC=CS2)=C3C(N(CC(CCCCCC)CCCCCCCC)C(C4=CC=C(C=C)S4)=C31)=O,56.2,2.74,3.92,18.47,BG/BC,20.0,400.0,20.0,OTS-8,200.0,,Cr/Au,Si,"Spin coating - annealing",150.0,o-DCB,,Nitrogen,p,-5.14,-3.34,,0.17,-5.5,100-1000,,0.017,22.7,100-1000,0.17,"Channel_Length is 20-40, Channel_Width is 400-800 according the report,but the ratio is fixed in  20 "
PDPPNT,92,161,2011,10.1039/C1EE01213D,Energy & Environmental Science,O=C1N(CC(CCCCCCCC)CCCCCCCCCC)C(C2=CC=CS2)=C3C(N(CC(CCCCCCCCCC)CCCCCCCC)C(C4=CC=C(C5=CC(C=CC=C6)=C6C=C5)S4)=C31)=O,63.8,1.43,3.82,20.05,BG/TC,100.0,1000.0,10.0,OTS-modified SiO2,,,Cr/Au,Cr/Au,"Spin coating - annealing",120.0,chloroform,,Nitrogen,p,-5.29,-3.3,,0.65,-22.0,100000,,,,,0.65,
PGFDTDPP (C4),93,162,2010,10.1021/ma9025866,Macromolecules,O=C1N(CCCCCCCC)C(C2=CC=C(C3=CC=C(C(C=CC=C4)=C4[Ge]5(CCCC)CCCC)C5=C3)S2)=C6C(N(CCCCCCCC)C(C7=CC=CS7)=C61)=O,13.0,2.8,3.8,15.0,TG/BC,45.0,2600.0,58.0,OTS-modified SiO2,607.0,,Au,Si,"Spin coating - annealing",150.0,chloroform,,Ambient,p,-5.38,-3.7,,0.04,-27.0,1.00E+06,,,,,0.04,
PGFDTDPP (C8),94,163,2010,10.1021/ma9025866,Macromolecules,O=C1N(CCCCCCCC)C(C2=CC=C(C3=CC=C(C(C=CC=C4)=C4[Ge]5(CCCCCCCC)CCCCCCCC)C5=C3)S2)=C6C(N(CCCCCCCC)C(C7=CC=CS7)=C61)=O,14.0,3.5,4.7,18.0,TG/BC,45.0,2600.0,58.0,OTS-modified SiO2,607.0,,Au,Si,"Spin coating - annealing",150.0,chloroform,,Ambient,p,-5.38,-3.64,,0.0077,-27.0,3.60E+05,,,,,0.0077,
PGFDTBT,95,164,2010,10.1021/ma9025866,Macromolecules,CCCCCCCC[Ge]1(CCCCCCCC)C2=C(C=CC=C2)C(C1=C3)=CC=C3C4=CC=C(C5=CC=C(C6=CC=CS6)C7=NSN=C75)S4,10.0,2.4,4.7,18.0,TG/BC,45.0,2600.0,58.0,OTS-modified SiO2,607.0,,Au,Si,"Spin coating - annealing",150.0,chloroform,,Ambient,p,-5.58,-3.91,,0.00011,-26.0,1.80E+04,,,,,0.00011,
PDQT,96,165,2011,10.1021/ja1085996,Journal of American Chemical Society,O=C1C2=CN(C(C2=C(C3=CC=C(C4=CC=C(C5=CC=CS5)S4)S3)N1CC(CCCCCCCC)CCCCCCCCCC)=O)CC(CCCCCCCCCC)CCCCCCCC,106.0,3.44,3.75,19.9,BG/TC,100.0,1000.0,10.0,OTS-modified SiO2,200.0,,Au,Si,"Spin coating - annealing",100.0,chloroform,,Nitrogen,p,-5.2,-4.0,0.97,0.88,-2.7,1.00E+06,,,,,0.97,
PDQT,97,166,2011,10.1021/ja1085996,Journal of American Chemical Society,O=C1C2=CN(C(C2=C(C3=CC=C(C4=CC=C(C5=CC=CS5)S4)S3)N1CC(CCCCCCCC)CCCCCCCCCC)=O)CC(CCCCCCCCCC)CCCCCCCC,45.2,2.15,3.75,19.9,BG/TC,100.0,1000.0,10.0,OTS-modified SiO2,200.0,,Au,Si,"Spin coating - annealing",100.0,chloroform,,Nitrogen,p,,,0.39,0.37,,,,,,,0.39,
DPPT-TT,98,167,2012,10.1002/adma.201102786,Advanced Materials,O=C1C2=CN(C(C2=C(C3=CC=C(C4=CC(SC=C5)=C5S4)S3)N1CC(CCCCCCCC)CCCCCCCCCC)=O)CC(CCCCCCCCCC)CCCCCCCC,50.0,3.87,3.8,20.2,TG/BC,20.0,1000.0,50.0,PMMA,550.0,,Au,Au,"Spin coating - annealing",320.0,o-DCB,,Nitrogen,ambipolar,-5.33,-4.07,1.62,1.36,-16.0,100000-1000000,2.05,1.56,10.0,100000,2.05,
O-HD,99,168,2011,10.1021/jp202996p,The Journal of Physical Chemistry C,O=C1N(CC(CCCCCCCC)CCCCCC)C(C2=CC=C(C3=CC4=C(C(CCCCCCCC)=C(SC=C5)C5=C4CCCCCCCC)S3)S2)=C6C(N(CC(CCCCCC)CCCCCCCC)C(C7=CC=CS7)=C61)=O,42.8,2.14,4.09,19.6,BG/BC,20.0,10000.0,500.0,SiO2,230.0,,Au,Si,Spin coating,,o-DCB,,Nitrogen,p,-5.15,-3.28,0.00038,,-23.4,41,,,,,0.00038,
BO-BO,100,169,2011,10.1021/jp202996p,The Journal of Physical Chemistry C,O=C1N(CC(CCCC)CCCCCC)C(C2=CC=C(C3=CC4=C(C(CCC(CCCC)CCCCC)=C(SC=C5)C5=C4CCC(CCCCC)CCCC)S3)S2)=C6C(N(CC(CCCCCC)CCCC)C(C7=CC=CS7)=C61)=O,33.2,2.48,3.92,16.9,BG/BC,20.0,10000.0,500.0,SiO2,230.0,,Au,Si,Spin coating,,o-DCB,,Nitrogen,p,-5.14,-3.34,5.9e-05,,-4.8,670,,,,,5.9e-05,
PU-O,101,170,2011,10.1021/jp202996p,The Journal of Physical Chemistry C,O=C1N(CCC(CCCCC)CCCCCCCC)C(C2=CC=C(C3=CC4=C(C(CCCCCCCC)=C(SC=C5)C5=C4CCCCCCCC)S3)S2)=C6C(N(CCC(CCCCC)CCCCCCCC)C(C7=CC=CS7)=C61)=O,27.8,1.97,3.97,20.9,BG/BC,20.0,10000.0,500.0,SiO2,230.0,,Au,Si,Spin coating,,o-DCB,,Nitrogen,p,-5.1,-3.31,0.0016,,-8.1,11400,,,,,0.0016,
PDDTP-DPP,102,171,2010,10.1002/adma.201001599,Advanced Materials,O=C1C2=C(N(C(C2=C(N1CCCCCCCCCCCCCCCC)C3=CC=CS3)=O)CCCCCCCCCCCCCCCC)C4=CC=C(C5=CC(N(CC(CCCCCC)CCCCCCCC)C6=C7SC=C6)=C7S5)S4,11.7,3.46,3.7,23.1,BG/BC,10.0,250.0,25.0,OTS-modified SiO2,250.0,,Au/Ti,Si,"Spin coating - annealing",,chloroform,,Argon,p,-5.2,-4.05,0.33,0.29,,1000,,,,,0.33,
PDDTP-DPP,102,172,2010,10.1002/adma.201001599,Advanced Materials,O=C1C2=C(N(C(C2=C(N1CCCCCCCCCCCCCCCC)C3=CC=CS3)=O)CCCCCCCCCCCCCCCC)C4=CC=C(C5=CC(N(CC(CCCCCC)CCCCCCCC)C6=C7SC=C6)=C7S5)S4,11.7,3.46,3.7,23.1,BG/BC,20.0,250.0,12.5,OTS-modified SiO2,250.0,,Au/Ti,Si,"Spin coating - annealing",,chloroform,,Argon,p,-5.2,-4.05,0.29,0.26,,1000-10000,,,,,0.29,
PDDTP-DPP,102,173,2010,10.1002/adma.201001599,Advanced Materials,O=C1C2=C(N(C(C2=C(N1CCCCCCCCCCCCCCCC)C3=CC=CS3)=O)CCCCCCCCCCCCCCCC)C4=CC=C(C5=CC(N(CC(CCCCCC)CCCCCCCC)C6=C7SC=C6)=C7S5)S4,11.7,3.46,3.7,23.1,BG/BC,30.0,250.0,8.3,OTS-modified SiO2,250.0,,Au/Ti,Si,"Spin coating - annealing",,chloroform,,Argon,p,-5.2,-4.05,0.41,0.29,,1000-10000,,,,,0.41,
PDDTP-DPP,102,174,2010,10.1002/adma.201001599,Advanced Materials,O=C1C2=C(N(C(C2=C(N1CCCCCCCCCCCCCCCC)C3=CC=CS3)=O)CCCCCCCCCCCCCCCC)C4=CC=C(C5=CC(N(CC(CCCCCC)CCCCCCCC)C6=C7SC=C6)=C7S5)S4,11.7,3.46,3.7,23.1,BG/BC,40.0,250.0,6.25,OTS-modified SiO2,250.0,,Au/Ti,Si,"Spin coating - annealing",150.0,chloroform,,Argon,p,-5.2,-4.05,0.34,0.28,,1000-10000,,,,,0.34,
PDTDPP,103,175,2011,10.1002/adma.201102726,Advanced Materials,O=C1N(CC(CCCCCCCC)CCCCCCCCCC)C(C2=CC=C(C3=C(CC(CC)CCCC)C(C4=C5C6=C7C(C8=CC=C7)=C(C9=C8C(CC(CCCC)CC)=CS9)C5=CC=C4)=C6S3)S2)=C%10C(N(CC(CCCCCCCCCC)CCCCCCCC)C(C%11=CC=CS%11)=C%101)=O,13.6,2.5,4.03,20.0,BG/BC,0.2,5.0,25.0,OTS-modified SiO2,200.0,,Ni/Au,Si,"Spin coating - annealing",320.0,chloroform,4500,Inert environment,ambipolar,-4.65,-3.5,,0.25,,,,0.29,,,0.29,Spin_Coating_Speed is 4000-5000rpm according to the report
PDPP-FPF,104,176,2012,10.1039/c2jm14989c,Journal of Materials Chemistry C,O=C1N(CC(CCCCCCCC)CCCCCCCCCC)C(C2=CC=CO2)=C3C(N(CC(CCCCCCCCCC)CCCCCCCC)C(C4=CC=C(C5=CC=CC=C5)O4)=C31)=O,48.0,2.65,4.27,17.79,BG/TC,100.0,1000.0,10.0,OTS-modified SiO2,200.0,,Au,Si,Spin coating,,chloroform,,Nitrogen,p,-5.4,-3.88,0.04,,-1.2,100000,,,,,0.04,
PDPP-FNF,105,177,2012,10.1039/c2jm14989c,Journal of Materials Chemistry C,O=C1N(CC(CCCCCCCC)CCCCCCCCCC)C(C2=CC=CO2)=C3C(N(CC(CCCCCCCCCC)CCCCCCCC)C(C4=CC=C(C5=CC(C=CC=C6)=C6C=C5)O4)=C31)=O,53.6,1.59,4.18,17.58,BG/TC,100.0,1000.0,10.0,OTS-modified SiO2,200.0,,Au,Si,Spin coating,,chloroform,,Nitrogen,p,-5.34,-3.85,0.11,,-40.6,100000,,,,,0.11,
PDPP-FAF,106,178,2012,10.1039/c2jm14989c,Journal of Materials Chemistry C,O=C1N(CC(CCCCCCCC)CCCCCCCCCC)C(C2=CC=CO2)=C3C(N(CC(CCCCCCCCCC)CCCCCCCC)C(C4=CC=C(C5=CC(C=C(C=CC=C6)C6=C7)=C7C=C5)O4)=C31)=O,20.6,1.26,4.41,19.7,BG/TC,100.0,1000.0,10.0,OTS-modified SiO2,200.0,,Au,Si,Spin coating,,chloroform,,Nitrogen,p,-5.33,-3.8,0.07,,-16.3,100000,,,,,0.07,
P1,107,179,2012,10.1039/c1sc00477h,Chemical Science,O=C1C2=C(N(C(C2=C(N1CC(CCCCCCCC)CCCCCCCCCC)C3=CC=C(C4=CC=C[Se]4)[Se]3)=O)CC(CCCCCCCCCC)CCCCCCCC)C5=CC=C[Se]5,70.0,3.0,3.8,19.6,BG/BC,10.0,10000.0,1000.0,HMDS-modified SiO2,200.0,,Au,Si,"Spin coating - annealing",,chlorobenzene,,Nitrogen,ambipolar,-5.2,-4.02,0.108,0.1,,,0.11,0.1,,,0.11,
P2,108,180,2012,10.1039/c1sc00477h,Chemical Science,O=C1C2=C(N(C(C2=C(N1CC(CCCCCCCC)CCCCCCCCCC)C3=CC=C(C4=CC5=C(C=CS5)S4)[Se]3)=O)CC(CCCCCCCCCC)CCCCCCCC)C6=CC=C[Se]6,100.0,2.5,,19.0,BG/BC,10.0,10000.0,1000.0,HMDS-modified SiO2,200.0,,Au,Si,"Spin coating - annealing",,chlorobenzene,,Nitrogen,p,-5.1,-3.92,0.29,0.26,,,0.054,0.05,,,0.29,
P2,109,181,2012,10.1039/c1sc00477h,Chemical Science,O=C1C2=C(N(C(C2=C(N1CC(CCCCCCCC)CCCCCCCCCC)C3=CC=C(C4=CC5=C(C=CS5)S4)[Se]3)=O)CC(CCCCCCCCCC)CCCCCCCC)C6=CC=C[Se]6,100.0,2.5,,19.0,BG/TC,30.0,500.0,16.7,OTS-modified SiO2,400.0,,Au,Si,"Spin coating - annealing",,chlorobenzene,,Nitrogen,p,-5.1,-3.92,1.1,0.79,,,0.14,0.1,,,1.1,
C16IDT-BT,110,182,2013,10.1038/ncomms3238,Nature Communications,CCCCCCCCCCCCCCCCC(C1=C2SC=C1)(CCCCCCCCCCCCCCCC)C(C2=C3)=CC4=C3C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)C5=C4SC(C6=CC=CC7=NSN=C76)=C5,80.0,2.0,3.8,26.0,TG/BC,20.0,1000.0,50.0,CYTOP,,,Au,Al,"Spin coating - annealing",,chlorobenzene,,Nitrogen,p,-5.4,-3.7,3.6,,,1000000,,,,,3.6,
C16IDT-BT,111,183,2013,10.1038/ncomms3238,Nature Communications,CCCCCCCCCCCCCCCCC(C1=C2SC=C1)(CCCCCCCCCCCCCCCC)C(C2=C3)=CC4=C3C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)C5=C4SC(C6=CC=CC7=NSN=C76)=C5,80.0,2.0,3.8,26.0,BG/BC,2.5,30.0,12.0,PVP,300.0,,Au,Al,Spin coating,,chlorobenzene,,Nitrogen,p,-5.4,-3.7,0.02,,,,,,,,0.02,
"PhF2,3",112,184,2017,10.1021/jacs.7b10332,Journal of American Chemical Society,FC1=C(F)C=CC=C1C2=CC(C3(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)=C(S2)C4=C3C=CS4,34.0,2.0,3.6,25.0,BG/BC,80.0,1000.0,12.5,DTS-modified SiO2,300.0,,Ni/Au,Si,"Spin coating - annealing",200.0,chlorobenzene,,Nitrogen,p,-5.3,-3.25,2.8,2.5,-4.4,2500000,,,,,2.8,
"PhF2,5",113,185,2017,10.1021/jacs.7b10332,Journal of American Chemical Society,FC1=CC=C(F)C=C1C2=CC(C3(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)=C(S2)C4=C3C=CS4,28.0,2.1,3.6,25.0,BG/BC,80.0,1000.0,12.5,DTS-modified SiO2,300.0,,Ni/Au,Si,"Spin coating - annealing",200.0,chlorobenzene,,Nitrogen,p,-5.25,-3.31,4.2,4.0,-7.2,3300000,,,,,4.2,
"PhF2,6",114,186,2017,10.1021/jacs.7b10332,Journal of American Chemical Society,FC1=CC=CC(F)=C1C2=CC(C3(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)=C(S2)C4=C3C=CS4,33.0,2.3,3.6,25.0,BG/BC,80.0,1000.0,12.5,DTS-modified SiO2,300.0,,Ni/Au,Si,"Spin coating - annealing",200.0,chlorobenzene,,Nitrogen,p,-5.3,-3.34,5.7,5.1,-6.7,3900000,,,,,5.7,
61-P1,115,187,2015,10.1039/c5sc00843c,Chemical Science,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)C(C2=C1C3=CC=CS3)=C(C4=CC=C(C5=CC=C(C6=CC=CS6)S5)S4)N(CC(CCCCCCCCCC)CCCCCCCC)C2=O,21.4,2.03,3.8,19.2,BG/BC,30.0,1000.0,33.3,SiO2,200.0,17.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-4.1,2.94,2.84,-3.0,10000,,,,,2.94,
61-P2a,116,188,2015,10.1039/c5sc00843c,Chemical Science,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)C(C2=C1C3=CC=CS3)=C(C4=CC=C(C5=CC=C(C6=CC=CS6)S5)S4)N(CC(CCCCCCCCCC)CCCCCCCC)C2=O,47.0,2.9,3.8,18.8,BG/BC,30.0,1000.0,33.3,SiO2,200.0,17.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-4.0,5.5,3.57,-7.0,1000000,,,,,5.5,
61-P2b,117,189,2015,10.1039/c5sc00843c,Chemical Science,O=C(N1CC(CCCCCCCCCCCC)CCCCCCCCCC)C(C2=C1C3=CC=CS3)=C(C4=CC=C(C5=CC=C(C6=CC=CS6)S5)S4)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,54.9,3.12,3.9,21.1,BG/BC,30.0,1000.0,33.3,SiO2,300.0,11.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-4.0,1.51,1.46,18.0,10000,,,,,1.51,
61-P3,118,190,2015,10.1039/c5sc00843c,Chemical Science,O=C(N1CC(CCCCCCCC)CCCCCCCCCC)C(C2=C1C3=CC=CS3)=C(C4=CC=C(C5=CC=C(C6=CC=CS6)S5)S4)N(CC(CCCCCCCCCC)CCCCCCCC)C2=O,38.3,2.16,3.9,18.9,BG/BC,30.0,1000.0,33.3,SiO2,300.0,11.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-4.0,1.41,1.35,19.0,10000,,,,,1.41,
61-P4b,119,191,2015,10.1039/c5sc00843c,Chemical Science,O=C(N1CC(CCCCCCCCCCCC)CCCCCCCCCC)C(C2=C1C3=CC=C(C4=CC=CS4)S3)=C(C5=CC=C(C6=CC=CS6)S5)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O,23.8,2.51,3.9,21.3,BG/BC,30.0,1000.0,33.3,SiO2,300.0,11.0,Au,Si,"Spin coating - annealing",200.0,TCE/o-DCB,,Ambient,p,-5.3,-3.9,1.13,1.1,-24.0,1000000,,,,,1.13,
PINDFBT-TT,120,192,2017,10.1039/c7tc01204g,Journal of Materials Chemistry C,O=C(O1)/C(C2=C1C3=C(C=C2)C4=C(/C(C(O4)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C8=C/7C=CC(C9=C(CCCCCCCCCCCC)C=C(C%10=CC(CCCCCCCCCCCC)=CS%10)S9)=C8)=O,19.4,3.5,,23.2,BG/BC,30.0,1000.0,33.3,SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,chloroform,,Nitrogen,ambipolar,-5.76,-3.78,0.0217,0.0208,-47.2,100,0.0717,0.0661,29.6,100,0.0717,
PINDFBT-HH,121,193,2017,10.1039/c7tc01204g,Journal of Materials Chemistry C,O=C(O1)/C(C2=C1C3=C(C=C2)C4=C(/C(C(O4)=O)=C5C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=C5C=CC=C6)=O)C=C3)=C7C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C8=C/7C=CC(C9=CC(CCCCCCCCCCCC)=C(C%10=C(CCCCCCCCCCCC)C=CS%10)S9)=C8)=O,25.8,3.0,,24.0,BG/BC,30.0,1000.0,33.3,SiO2,300.0,,Au,Si,"Spin coating - annealing",250.0,chloroform,,Nitrogen,ambipolar,-5.68,-3.77,0.147,0.0134,-36.1,100,0.332,0.305,39.1,100,0.332,
PI,122,194,2017,10.1021/acs.macromol.6b02447,Macromolecules,O=C(C1=C2C3=CC=CS3)N(C(C4=CC=C(C5=CC(CCCCCC)=C(/C=C/C6=C(CCCCCC)C=CS6)S5)S4)=C1C(N2CCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C)=O)CCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C,10.3,3.76,3.65,20.7,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",220.0,chlorobenzene,,Nitrogen,p,-5.2,-3.5,1.69,1.24,15.9,>10000,,,,,1.69,
PO,123,195,2017,10.1021/acs.macromol.6b02447,Macromolecules,O=C(C1=C2C3=CC=CS3)N(C(C4=CC=C(C5=C(CCCCCC)C=C(/C=C/C6=CC(CCCCCC)=CS6)S5)S4)=C1C(N2CCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C)=O)CCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C,10.1,2.54,3.6,21.63,BG/TC,50.0,1000.0,20.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",220.0,chlorobenzene,,Nitrogen,p,-5.1,-3.3,0.9,0.63,22.8,>10000,,,,,0.9,
L-PTIIG-HD-NP,124,196,2017,10.1021/acsami.7b07856,ACS Applied Materials & Interfaces,O=C(/C1=C2C(SC(C3=CC=C(C=CC=C4)C4=C3)=C5)=C5N(CC(CCCCCCCC)CCCCCC)C2=O)N(CC(CCCCCCCC)CCCCCC)C6=C1SC=C6,24.6,2.05,3.7,21.5,TG/BC,20.0,1000.0,50.0,PMMA,500.0,,Ni/Au,Al,"Spin coating - annealing",300.0,TCB,,Nitrogen,p,-5.35,-3.9,1.87,1.31,-59.8,160-411,0.0344,0.0161,71.3,,1.87,
L-PTIIGOD-Np,125,197,2017,10.1021/acsami.7b07856,ACS Applied Materials & Interfaces,O=C(/C1=C2C(SC(C3=CC=C(C=CC=C4)C4=C3)=C5)=C5N(CC(CCCCCCCCCC)CCCCCCCC)C2=O)N(CC(CCCCCCCC)CCCCCCCCCC)C6=C1SC=C6,34.3,2.81,3.7,24.2,TG/BC,20.0,1000.0,50.0,PMMA,500.0,,Ni/Au,Al,"Spin coating - annealing",300.0,TCB,,Nitrogen,p,-5.35,-3.92,0.111,0.0635,-58.2,217-413,0.00403,0.00258,71.1,,0.111,
L-PTIIGDT-Np,126,198,2017,10.1021/acsami.7b07856,ACS Applied Materials & Interfaces,O=C(/C1=C2C(SC(C3=CC=C(C=CC=C4)C4=C3)=C5)=C5N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C2=O)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C6=C1SC=C6,50.6,2.57,3.7,25.8,TG/BC,20.0,1000.0,50.0,PMMA,500.0,,Ni/Au,Al,"Spin coating - annealing",300.0,TCB,,Nitrogen,p,-5.33,-3.9,0.356,0.154,-53.1,36-84,0.0478,0.0266,63.8,,0.356,
IIDDT,127,199,2012,10.1002/adma.201202689,Advanced Materials,O=C1N(CC(CCCCCCCC)CCCCCCCCCC)C2=C(C=CC=C2)/C1=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CC(CCCCCCCCCC)CCCCCCCC)C/3=O,20.4,2.0,3.75,20.3,BG/TC,60.0,3000.0,50.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",150.0,TCE,,Ambient,p,-5.7,-3.7,1.06,0.66,-18.0,>1000000,,,,,1.06,
IIDDT-C2,128,200,2012,10.1002/adma.201202689,Advanced Materials,O=C1N(CCC(CCCCCCCCCC)CCCCCCCCCC)C2=C(C=CC=C2)/C1=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CCC(CCCCCCCCCC)CCCCCCCCCC)C/3=O,18.4,2.0,3.61,23.7,BG/TC,60.0,3000.0,50.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",200.0,TCE,,Ambient,p,-5.6,-3.7,0.4,0.28,-10.0,>100000,,,,,0.4,
IIDDT-C3,129,201,2012,10.1002/adma.201202689,Advanced Materials,O=C1N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C2=C(C=CC=C2)/C1=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CCCC(CCCCCCCCCC)CCCCCCCCCC)C/3=O,39.2,3.2,3.57,24.7,BG/TC,60.0,3000.0,50.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",175.0,TCE,,Ambient,p,-5.52,-3.74,3.62,2.98,-2.0,>1000000,,,,,3.62,
IIDDT-C4,130,202,2012,10.1002/adma.201202689,Advanced Materials,O=C1N(CCCCC(CCCCCCCCCC)CCCCCCCCCC)C2=C(C=CC=C2)/C1=C3C(C=CC(C4=CC=C(C5=CC=CS5)S4)=C6)=C6N(CCCCC(CCCCCCCCCC)CCCCCCCCCC)C/3=O,37.3,2.3,3.57,26.1,BG/TC,60.0,3000.0,50.0,OTS-modified SiO2,300.0,,Au,Si,"Spin coating - annealing",175.0,TCE,,Ambient,p,-5.5,-3.74,1.76,1.44,-5.0,>1000000,,,,,1.76,
BDPPV-C1,131,203,2014,10.1002/adfm.201401822,Advanced Functional Materials,O=C(/C1=C2C3=CC=C(C=C)C=C3N(CC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C2=O)OC4=C1C=C(OC(/C5=C6C7=CC=CC=C7N(CC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C6=O)=O)C5=C4,37.4,2.04,3.52,30.2,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.16,-4.01,,,,,0.9,0.73,36.0,>100000,0.9,
BDPPV-C2,132,204,2014,10.1002/adfm.201401822,Advanced Functional Materials,O=C(/C1=C2C3=CC=C(C=C)C=C3N(CCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C2=O)OC4=C1C=C(OC(/C5=C6C7=CC=CC=C7N(CCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C6=O)=O)C5=C4,37.7,2.26,3.48,32.2,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.15,-4.07,,,,,0.6,0.38,44.0,>10000,0.6,
BDPPV-C3,133,205,2014,10.1002/adfm.201401822,Advanced Functional Materials,O=C(/C1=C2C3=CC=C(C=C)C=C3N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C2=O)OC4=C1C=C(OC(/C5=C6C7=CC=CC=C7N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C6=O)=O)C5=C4,30.2,2.25,3.45,33.8,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.16,-4.01,,,,,1.4,1.12,35.0,>100000,1.4,
BDPPV-C4,134,206,2014,10.1002/adfm.201401822,Advanced Functional Materials,O=C(/C1=C2C3=CC=C(C=C)C=C3N(CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C2=O)OC4=C1C=C(OC(/C5=C6C7=CC=CC=C7N(CCCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)C6=O)=O)C5=C4,34.9,2.01,3.38,36.6,TG/BC,5.0,100.0,20.0,CYTOP,500.0,,Au/Ti,Al,"Spin coating - annealing",180.0,o-DCB,,Ambient,n,-6.15,-3.97,,,,,0.05,0.03,49.0,>10000,0.05,
