Compound name,Compound id,Device id,Publish year,Doi,Journal name,Smiles,Mn(Kda),Dispersity(Đ),π-π Spacing,d(100),Device architectures,Channel length(μm),Channel width(μm),Ratio of channel length and width,Materials of dielectric layer,Thickness of dielectric layer(μm),Capacitance of unit area(nF),Materials of source and drain electrodes,Materials of gate electrodes,Fabrication method,Annealing temperature,Spin coating solvent,Spin coating speed(rpm),Test environment,Type of carriers,HOMO (eV),LUMO (eV),Max hole mobility (cm²V⁻¹s⁻¹),Mean hole mobility (cm²V⁻¹s⁻¹),Hole threshold voltage(V),Hole on and off ratio,Max electron mobility (cm²V⁻¹s⁻¹),Mean electron mobility (cm²V⁻¹s⁻¹),Electron threshold voltage(V),Electron on and off ratio,Max mobility (cm²V⁻¹s⁻¹),Comments
HBI-P2,218,446,2015,10.1039/C5TC00447K,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=N\N=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,49.8,1.76,3.75,22.8,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO2,300.0,11.6,Au,n++-Si,Spin coating - annealing,200.0,Chloroform,3000.0,Nitrogen,ambipolar,-5.6,-4.0,0.1,0.058,-57.9,,0.0086,0.0066,55.4,,0.1,""
HBI-P2,219,447,2015,10.1039/C5TC00447K,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=N\N=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,49.8,1.76,3.75,22.8,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO3,300.0,11.6,Au,n++-Si,Spin coating - annealing,200.0,Chloroform,3000.0,Nitrogen,ambipolar,-5.6,-4.0,0.11,0.08,-38.1,,0.023,0.016,52.0,,0.11,""
HBI-P1,218,448,2015,10.1039/C5TC00447K,Journal of Material Chemical C,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=N\N=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,40.0,2.23,3.75,19.4,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO2,300.0,11.6,Au,n++-Si,Spin coating - annealing,150.0,Chloroform,3000.0,Nitrogen,ambipolar,-5.6,-4.0,0.1,0.056,-52.0,,0.011,0.009,50.9,,0.1,""
HBI-P2,219,449,2015,10.1039/C5TC00447K,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=N\N=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,49.8,1.76,3.75,22.8,BG/BC,30.0,1000.0,33.3,DDTS-modified SiO3,300.0,11.6,Au,n++-Si,Spin coating - annealing,250.0,Chloroform,3000.0,Nitrogen,ambipolar,-5.6,-4.0,0.085,0.06,-48.4,,0.035,0.027,46.9,,0.085,""
PBIID1-BT,220,450,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c2ccccc21,38.4,2.8,3.84,24.26,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating,,Chloroform,4000.0,Ambient,p,-5.57,-3.64,,,,,,,,,0.0,""
PBIID2-BT,221,451,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CCCCCCCCCCCC)c2ccccc21,33.1,3.2,3.64,25.31,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating,,Chloroform,4000.0,Ambient,ambipolar,-5.62,-3.65,0.061,0.035,-38.0,100-1000,0.13,0.11,60.0,100-1000,0.13,""
PBAID1-BT,222,452,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3nc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cccnc21,39.5,2.5,3.85,24.5,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating,,Chloroform,4000.0,Ambient,p,-5.65,-3.69,0.0059,0.005,-11.0,100-1000,,,,,0.0059,""
PBAID2-BT,223,453,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3nc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CCCCCCCCCCCC)c2cccnc21,46.8,2.3,3.65,26.18,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating,,Chloroform,4000.0,Ambient,ambipolar,-5.61,-3.68,1.33,0.81,-23.0,100-1000,0.31,0.29,66.0,100-1000,1.33,""
PBAID3-BT,224,454,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c3ncccc32)c2ccc3c4c(ccc3c21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3ccc(-c5cccs5)s3)ccc21)C(=O)N4CCCCCCCCCCCC,42.3,2.7,3.6,28.18,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating,,Chloroform,4000.0,Ambient,ambipolar,-5.64,-3.67,0.97,0.86,-28.0,100-1000,0.61,0.54,62.0,100-1000,0.97,""
PBAID3-2FBT,225,455,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c3ncccc32)c2ccc3c4c(ccc3c21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3cc(F)c(-c5sccc5F)s3)ccc21)C(=O)N4CCCCCCCCCCCC,40.6,2.6,3.56,26.46,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating,,Chloroform,4000.0,Ambient,ambipolar,-5.66,-3.7,0.93,0.76,-36.0,1000-10000,0.86,0.8,61.0,1000-10000,0.93,""
PBIID1-BT,220,456,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c2ccccc21,38.4,2.8,3.84,24.26,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,200.0,Chloroform,4000.0,Ambient,p,-5.57,-3.64,0.01,0.0078,-4.0,100-1000,,,,,0.01,""
PBIID2-BT,221,457,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CCCCCCCCCCCC)c2ccccc21,33.1,3.2,3.64,25.31,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,200.0,Chloroform,4000.0,Ambient,ambipolar,-5.62,-3.65,0.37,0.32,-15.0,100-1000,0.071,0.055,73.0,100-1000,0.37,""
PBAID1-BT,222,458,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3nc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CC(CCCCCCCCCC)CCCCCCCCCCCC)c2cccnc21,39.5,2.5,3.85,24.5,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,200.0,Chloroform,4000.0,Ambient,p,-5.65,-3.69,0.018,0.014,-11.0,100,,,,,0.018,""
PBAID2-BT,223,459,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3nc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CCCCCCCCCCCC)c2cccnc21,46.8,2.3,3.65,26.18,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,200.0,Chloroform,4000.0,Ambient,ambipolar,-5.61,-3.68,1.05,0.84,-22.0,100-1000,0.39,0.3,61.0,100-1000,1.05,""
PBAID3-BT,224,460,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c3ncccc32)c2ccc3c4c(ccc3c21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3ccc(-c5cccs5)s3)ccc21)C(=O)N4CCCCCCCCCCCC,42.3,2.7,3.6,28.18,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,200.0,Chloroform,4000.0,Ambient,ambipolar,-5.64,-3.67,1.19,1.01,-26.0,100-1000,0.88,0.72,61.0,100-1000,1.19,""
PBAID3-2FBT,225,461,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c3ncccc32)c2ccc3c4c(ccc3c21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3cc(F)c(-c5sccc5F)s3)ccc21)C(=O)N4CCCCCCCCCCCC,40.6,2.6,3.56,26.46,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,200.0,Chloroform,4000.0,Ambient,ambipolar,-5.66,-3.7,1.54,1.31,-31.0,1000-10000,1.37,1.31,55.0,1000-10000,1.54,""
PBIID2-BT,221,462,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CCCCCCCCCCCC)c2ccccc21,33.1,3.2,3.64,25.31,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,260.0,Chloroform,4000.0,Ambient,p,-5.62,-3.65,0.29,0.27,-8.0,100-1000,0.083,0.08,61.0,100-1000,0.29,""
PBAID2-BT,223,463,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3nc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CCCCCCCCCCCC)c2cccnc21,46.8,2.3,3.65,26.18,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,260.0,Chloroform,4000.0,Ambient,ambipolar,-5.61,-3.68,0.7,0.56,-30.0,100-1000,0.94,0.75,74.0,100-1000,0.94,""
PBAID3-BT,224,464,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c3ncccc32)c2ccc3c4c(ccc3c21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3ccc(-c5cccs5)s3)ccc21)C(=O)N4CCCCCCCCCCCC,42.3,2.7,3.6,28.18,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,260.0,Chloroform,4000.0,Ambient,ambipolar,-5.64,-3.67,1.66,1.39,-22.0,100-1000,0.61,0.5,68.0,100-1000,1.66,""
PBAID3-2FBT,225,465,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c3ncccc32)c2ccc3c4c(ccc3c21)/C(=C1\C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCC)c2nc(-c3cc(F)c(-c5sccc5F)s3)ccc21)C(=O)N4CCCCCCCCCCCC,40.6,2.6,3.56,26.46,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,260.0,Chloroform,4000.0,Ambient,ambipolar,-5.66,-3.7,1.68,1.48,-35.0,1000-10000,1.33,1.19,54.0,1000-10000,1.68,""
PBAID2-BT,223,466,2019,10.1039/C9TC02021G,Journal of Material Chemical C,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CCCCCCCCCCCC)c3c2ccc2c4c(ccc32)/C(=C2\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3nc(-c5ccc(-c6cccs6)s5)ccc32)C(=O)N4CCCCCCCCCCCC)c2cccnc21,46.8,2.3,3.65,26.18,BG/TC,100.0,1000.0,10.0,Cytop-treated SiO2,300.0,,Au,n-Si,Spin coating - annealing,290.0,Chloroform,4000.0,Ambient,ambipolar,-5.61,-3.68,0.67,0.49,-6.0,100-1000,0.045,0.037,64.0,100-1000,0.67,""
PDIO-BT,226,467,2018,10.1039/C7CC08603B,Chemical Communication,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)c(=O)c2cc3c(cc24)c(=O)c2cc4c(cc23)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C4=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,35.0,2.54,3.52,23.3,TG/BC,80.0,5600.0,70.0,PMMA,600.0,4.6,Au,Au,Spin coating - annealing,200.0,o-DCB,1000.0,Ambient,ambipolar,-5.47,-3.79,0.055,0.047,-38.0,100000,0.069,0.061,37.0,100000,0.069,""
PDIO-TVT,227,468,2018,10.1039/C7CC08603B,Chemical Communication,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)c(=O)c2cc3c(cc24)c(=O)c2cc4c(cc23)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C4=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4ccc(/C=C/c5cccs5)s4)ccc32)c2ccccc21,26.0,1.99,,24.2,TG/BC,80.0,5600.0,70.0,PMMA,600.0,4.6,Au,Au,Spin coating - annealing,250.0,o-DCB,1000.0,Ambient,ambipolar,-5.39,-3.77,0.1,0.087,-36.0,100000,0.14,0.11,39.0,100000,0.14,""
PDIO-BT,226,469,2018,10.1039/C7CC08603B,Chemical Communication,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)c(=O)c2cc3c(cc24)c(=O)c2cc4c(cc23)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C4=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4ccc(-c5cccs5)s4)ccc32)c2ccccc21,35.0,2.54,3.52,23.3,TG/BC,80.0,5600.0,70.0,PMMA,600.0,4.6,Au,Au,Spin coating - annealing,200.0,o-DCB,1000.0,Ambient,ambipolar,-5.47,-3.79,0.034,0.031,-35.0,100000,0.06,0.056,36.0,100000,0.06,""
PDIO-TVT,227,470,2018,10.1039/C7CC08603B,Chemical Communication,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc4c(cc32)c(=O)c2cc3c(cc24)c(=O)c2cc4c(cc23)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)/C4=C2/C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4ccc(/C=C/c5cccs5)s4)ccc32)c2ccccc21,26.0,1.99,,24.2,TG/BC,80.0,5600.0,70.0,PMMA,600.0,4.6,Au,Au,Spin coating - annealing,250.0,o-DCB,1000.0,Ambient,ambipolar,-5.39,-3.77,0.046,0.042,-33.0,100000,0.096,0.083,38.0,100000,0.096,""
PIDOTT-T,228,471,2019,10.1039/C9TC03556G,Journal of Material Chemical C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)/C(=C2\C=C3C(=C/C(=C4\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c5cc(-c6cccs6)ccc54)S3(=O)=O)S2(=O)=O)c2ccccc21,47.9,2.6,,,TG/BC,80.0,5600.0,70.0,PMMA,600.0,4.6,Au,Al,Spin coating - annealing,200.0,o-DCB,1000.0,Ambient,n,-6.0,-4.04,,,,,0.29,0.26,9.0,100000,0.29,""
PIDOTT-TT,229,472,2019,10.1039/C9TC03556G,Journal of Material Chemical C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)/C(=C2\C=C3C(=C/C(=C4\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c5cc(-c6cc7sccc7s6)ccc54)S3(=O)=O)S2(=O)=O)c2ccccc21,28.6,2.26,,34.3,TG/BC,80.0,5600.0,70.0,PMMA,600.0,4.6,Au,Al,Spin coating - annealing,200.0,o-DCB,1000.0,Ambient,n,-5.95,-4.03,,,,,0.38,0.34,8.0,100000,0.38,""
PIDOTT-BT,230,473,2019,10.1039/C9TC03556G,Journal of Material Chemical C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)/C(=C2\C=C3C(=C/C(=C4\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c5cc(-c6ccc(-c7cccs7)s6)ccc54)S3(=O)=O)S2(=O)=O)c2ccccc21,19.8,2.33,,32.6,TG/BC,80.0,5600.0,70.0,PMMA,600.0,4.6,Au,Al,Spin coating - annealing,200.0,o-DCB,1000.0,Ambient,n,-5.91,-4.05,,,,,0.45,0.41,5.0,100000,0.45,""
PIDOBT-TT,231,474,2019,10.1039/C9TC03556G,Journal of Material Chemical C,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)/C(=C2\C=CC(=C3C=C/C(=C4\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c5cc(-c6cc7sccc7s6)ccc54)S3(=O)=O)S2(=O)=O)c2ccccc21,37.8,2.35,,34.3,TG/BC,80.0,5600.0,70.0,PMMA,600.0,4.6,Au,Al,Spin coating - annealing,200.0,o-DCB,1000.0,Ambient,n,-5.92,-4.13,,,,,0.004,0.002,6.0,10000,0.004,""
PQuBTV,232,475,2017,10.1039/C6PY01729K,Polymer Chemistry,C=Cc1ccc2c(c1)/C(=c1/ccc(=c3cc/c(=C4\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c5ccc(-c6ccccc6)cc54)s3)s1)C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC,5.5,2.45,3.51,,TG/BC,20.0,1000.0,50.0,PMMA,,6.0,Ni/Au,Al,Spin coating,,o-DCB,,Nitrogen,ambipolar,-5.08,-3.79,0.00038,0.000326,,,0.00035,0.000316,,,0.00038,""
PQuBTV,232,476,2017,10.1039/C6PY01729K,Polymer Chemistry,C=Cc1ccc2c(c1)/C(=c1/ccc(=c3cc/c(=C4\C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)c5ccc(-c6ccccc6)cc54)s3)s1)C(=O)N2CC(CCCCCCCCCC)CCCCCCCCCCCC,5.5,2.45,3.51,,TG/BC,20.0,1000.0,50.0,PMMA,,6.0,Ni/Au,Al,Spin coating - annealing,200.0,o-DCB,,Nitrogen,ambipolar,-5.08,-3.79,0.52,0.25,-53.2,4000,0.53,0.32,47.3,7000,0.53,""
PITT,233,477,2019,10.1021/acs.macromol.9b00370,Macromolecules,CCCCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)/C(=c2\cc3s/c(=C4/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCCCC)c5cc(-c6cc7sccc7s6)ccc54)cc3s2)c2ccccc21,13.6,3.5,3.4,27.6,BG/TC,150.0,1000.0,6.7,OTS-modified SiO2,,,Au,n-Si,Spin coating - annealing,200.0,Chlorobenzene,1500.0,Nitrogen,p,-5.19,-3.63,,0.077,-28.2,1000-10000,,,,,0.077,""
PIQTT,234,478,2019,10.1021/acs.macromol.9b00370,Macromolecules,CCCCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4cc5sccc5s4)ccc32)c2ccccc21,51.6,1.2,3.4,25.3,BG/TC,150.0,1000.0,6.7,OTS-modified SiO2,,,Au,n-Si,Spin coating - annealing,200.0,Chlorobenzene,1500.0,Nitrogen,p,-5.24,-3.36,,0.024,-26.7,10000,,,,,0.024,""
PITT,233,479,2019,10.1021/acs.macromol.9b00370,Macromolecules,CCCCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)/C(=c2\cc3s/c(=C4/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCCCC)c5cc(-c6cc7sccc7s6)ccc54)cc3s2)c2ccccc21,13.6,3.5,3.4,27.6,BG/TC,150.0,1000.0,6.7,OTS-modified SiO2,,,Au,n-Si,Spin coating - annealing,300.0,Chlorobenzene,1500.0,Nitrogen,p,-5.19,-3.63,,0.2,-3.8,100000,,,,,0.2,""
PIQTT,234,480,2019,10.1021/acs.macromol.9b00370,Macromolecules,CCCCCCCCCCCCC(CCCCCCCCCC)CCCN1C(=O)/C(=C2/C(=O)N(CCCC(CCCCCCCCCC)CCCCCCCCCCCC)c3cc(-c4cc5sccc5s4)ccc32)c2ccccc21,51.6,1.2,3.4,25.3,BG/TC,150.0,1000.0,6.7,OTS-modified SiO2,,,Au,n-Si,Spin coating - annealing,300.0,Chlorobenzene,1500.0,Nitrogen,p,-5.24,-3.36,,0.13,-10.4,10000-100000,,,,,0.13,""
PQ-BT,235,481,2021,10.1021/acs.macromol.1c00124,Macromolecules,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)/C(=c2\ccc(=C3C4=C(C(=O)N3CCC(C)CC)/C(=c3\cc/c(=C5\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6ccccc65)s3)N(CCC(C)CC)C4=O)s2)c2ccc(-c3ccc(-c4cccs4)s3)cc21,28.1,3.3,3.5,28.0,TG/BC,50.0,5600.0,112.0,CYTOP,900.0,4.6,Au,Al,Spin coating - annealing,250.0,o-DCB,2000.0,Ambient,ambipolar,-5.15,-3.79,0.24,0.17,-8.0,10000,0.16,0.14,10.0,10000,0.24,""
PQ-FBT,236,482,2021,10.1021/acs.macromol.1c00124,Macromolecules,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)/C(=c2\ccc(=C3C4=C(C(=O)N3CCC(C)CC)/C(=c3\cc/c(=C5\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6ccccc65)s3)N(CCC(C)CC)C4=O)s2)c2ccc(-c3cc(F)c(-c4sccc4F)s3)cc21,26.8,3.9,3.5,28.0,TG/BC,50.0,5600.0,112.0,CYTOP,900.0,4.6,Au,Al,Spin coating - annealing,250.0,o-DCB,2000.0,Ambient,ambipolar,-5.24,-3.82,0.2,0.13,-10.0,10000,0.18,0.16,9.0,10000,0.2,""
PQ-MeOBT,237,483,2021,10.1021/acs.macromol.1c00124,Macromolecules,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)/C(=c2\ccc(=C3C4=C(C(=O)N3CCC(C)CC)/C(=c3\cc/c(=C5\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6ccccc65)s3)N(CCC(C)CC)C4=O)s2)c2ccc(-c3cc(OC)c(-c4sccc4OC)s3)cc21,11.4,3.4,3.5,28.0,TG/BC,50.0,5600.0,112.0,CYTOP,900.0,4.6,Au,Al,Spin coating - annealing,250.0,o-DCB,2000.0,Ambient,ambipolar,-4.83,-3.73,0.18,0.15,-5.0,10000,0.14,0.1,10.0,10000,0.18,""
PFQ-BT,238,484,2021,10.1021/acs.macromol.1c00124,Macromolecules,CCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCCCC)CCCN1C(=O)/C(=c2\cc/c(=C3\C4=C(C(=O)N3CCC(C)CC)C(=c3cc/c(=C5\C(=O)N(CCCC(CCCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCC)c6c5ccc(-c5ccc(-c7cccs7)s5)c6F)s3)N(CCC(C)CC)C4=O)s2)c2cccc(F)c21,27.4,3.9,3.5,28.0,TG/BC,50.0,5600.0,112.0,CYTOP,900.0,4.6,Au,Al,Spin coating - annealing,250.0,o-DCB,2000.0,Ambient,ambipolar,-5.19,-3.9,0.24,0.16,-3.0,10000,0.14,0.13,8.0,10000,0.24,""
